Division,Customer  Code,Customer  Name,S/O Number,Sub,Supply  Part No,UIT, Desc,Ordered  Date,Due Date,SDR Month ,Request  Qty,Status,Status  Detail,OS Vendor,W/H Ship Date,Supply Time Gap ,SDR Pass / Fail
DGZ,IN031723,IN031723,9006610837,1,EBR39532404,S,"PCB Assembly,Main",29-Feb-24,05-Apr-24,Apr ,15,,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,,45394,Fail
DGZ,IN031723,IN031723,9006610837,5,EBR43182401,S,"PCB Assembly,Main",29-Feb-24,05-Apr-24,Apr ,10,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,16-May-24,-34,Fail
DGZ,IN031723,IN031723,9006610837,4,EBR83648818,T,"PCB Assembly,Main",29-Feb-24,05-Apr-24,Apr ,15,,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,,45394,Fail
DGZ,IN031723,IN031723,9006609522,3,EBR86597008,T,"PCB Assembly,Main",29-Feb-24,20-May-24,May,48,Closed,,,28-May-24,-1,Fail
DGZ,IN031723,IN031723,9006609522,2,EAU62543503,D,"Motor Assembly,DC,Indoor",29-Feb-24,20-Apr-24,Apr ,50,Closed,,"EAIL_NIDEC TECHNO MOTOR (THAILAND) CO.,LTD._TH002285",15-Apr-24,12,Pass
DGZ,IN031723,IN031723,9006608488,1,ABQ30217327,S,"Case Assembly,Control(Indoor)",28-Feb-24,06-Mar-24,Mar,5,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,04-Mar-24,9,Pass
DGZ,IN031723,IN031723,9006608488,2,AEB74384589,S,"Grille Assembly,Discharge(Indoor)",28-Feb-24,06-Mar-24,Mar,5,Closed,,EAIL_SUNPLAST ELECTRONICS PRIVATE LIMITED-Noida_IN019803,02-Apr-24,-20,Fail
DGZ,IN031723,IN031723,9006608488,4,AGU76189209,G,"Plate Assembly,Installation",28-Feb-24,06-Mar-24,Mar,5,Closed,,EAIL_NEUMANN COMPONENTS P LTD._IN001895,04-Mar-24,9,Pass
DGZ,IN031723,IN031723,9006606274,1,ACG75204626,T,"Condenser Assembly,First",27-Feb-24,05-Mar-24,Mar,20,Closed,,,30-Mar-24,-18,Fail
DGZ,IN031723,IN031723,9006606271,5,EAD64166923,G,"Harness,Single",27-Feb-24,10-May-24,May,200,Closed,,EAIL_VICTOR COMPONENT SYSTEMS PVT LTD._IN002121,03-Apr-24,44,Pass
DGZ,IN031723,IN031723,9006606271,4,EAD64166922,G,"Harness,Single",27-Feb-24,10-May-24,May,100,Closed,,EAIL_Guru Amardass International (P) Ltd. Unit III_IN024837,03-Apr-24,44,Pass
DGZ,IN031723,IN031723,9006604485,1,EBR43373608,T,"PCB Assembly,Main",26-Feb-24,29-Mar-24,Mar,10,Closed,,,04-Mar-24,32,Pass
DGZ,IN031723,IN031723,9006604484,1,EBR43373608,T,"PCB Assembly,Main",26-Feb-24,02-Apr-24,Apr ,50,Closed,,,18-Mar-24,22,Pass
DGZ,IN031723,IN031723,9006599989,1,MJX63932316,D,"Valve,Service",23-Feb-24,01-Mar-24,Mar,1960,Closed,,EAIL_SANHUA (VIETNAM) COMPANY LIMITED_VN032578,16-Jul-24,-130,Fail
DGZ,IN031723,IN031723,9006599295,1,MJX63932316,D,"Valve,Service",23-Feb-24,01-Mar-24,Mar,1000,Closed,,EAIL_SANHUA (VIETNAM) COMPANY LIMITED_VN032578,16-Jul-24,-130,Fail
DGZ,IN031723,IN031723,9006596707,1,MDX64192712,S,"Grille,Discharge",22-Feb-24,29-Feb-24,Feb'24,10,Closed,,EAIL_DIPTYLAL JUDGE MAL (P) LTD.-Noida_IN001089,07-Aug-24,-153,Fail
DGZ,IN031723,IN031723,9006591771,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,60,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006591770,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,100,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006591772,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,60,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006591771,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,100,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006591772,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,100,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006591772,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,40,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006591771,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,40,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006591770,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,40,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006591769,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,30,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006591768,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,40,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006591770,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,100,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006591768,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,60,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006591770,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,60,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006591768,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,100,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006591696,1,ACG75204650,S,"Condenser Assembly,First",19-Feb-24,26-Feb-24,Feb'24,30,Closed,,EAIL_STARION INDIA PVT. LTD.-Noida_IN001947,01-Apr-24,-28,Fail
DGZ,IN031723,IN031723,9006590195,5,EBR85490201,S,"PCB Assembly,Main",18-Feb-24,27-May-24,May,54,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,04-Jun-24,-1,Fail
DGZ,IN031723,IN031723,9006590195,4,EBR39532412,S,"PCB Assembly,Main",18-Feb-24,20-May-24,May,4,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,24,Pass
DGZ,IN031723,IN031723,9006590195,3,EBR85490214,S,"PCB Assembly,Main",18-Feb-24,20-May-24,May,18,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,13-Jun-24,-17,Fail
DGZ,IN031723,IN031723,9006590195,2,EBR85490214,S,"PCB Assembly,Main",18-Feb-24,06-May-24,May,17,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,13-Jun-24,-31,Fail
DGZ,IN031723,IN031723,9006590195,1,EBR39532412,S,"PCB Assembly,Main",18-Feb-24,13-May-24,May,2,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,17,Pass
DGZ,IN031723,IN031723,9006590195,4,EBR39532412,S,"PCB Assembly,Main",18-Feb-24,20-May-24,May,19,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,09-Jul-24,-43,Fail
DGZ,IN031723,IN031723,9006586675,2,MJU65847923,S,"Tube,Suction",16-Feb-24,23-Feb-24,Feb'24,5,Closed,,EAIL_ESS KAY FABRICATIONS-Noida_IN018385,11-Jul-24,-132,Fail
DGZ,IN031723,IN031723,9006586675,1,AEB76285614,S,"Grille Assembly,Front(Indoor)",16-Feb-24,23-Feb-24,Feb'24,10,Closed,,EAIL_SUNPLAST ELECTRONICS PRIVATE LIMITED-Noida_IN019803,20-Apr-24,-50,Fail
DGZ,IN031723,IN031723,9006586718,2,EBR39532406,S,"PCB Assembly,Main",16-Feb-24,23-Mar-24,Mar,50,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-Apr-24,-4,Fail
DGZ,IN031723,IN031723,9006586718,1,EBR39532438,S,"PCB Assembly,Main",16-Feb-24,23-Mar-24,Mar,50,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,22-May-24,-53,Fail
DGZ,IN031723,IN031723,9006584272,1,EAU62983034,D,"Motor Assembly,DC,Indoor",15-Feb-24,22-Feb-24,Feb'24,2000,Closed,,EAIL_NIDEC TECHNO MOTOR CORPORATION_JP012262,20-Feb-24,9,Pass
DGZ,IN031723,IN031723,9006584271,1,EAU62983034,D,"Motor Assembly,DC,Indoor",15-Feb-24,29-Feb-24,Feb'24,1699,Closed,,EAIL_NIDEC TECHNO MOTOR CORPORATION_JP012262,19-Jun-24,-104,Fail
DGZ,IN031723,IN031723,9006584270,1,EAU62983034,D,"Motor Assembly,DC,Indoor",15-Feb-24,29-Feb-24,Feb'24,2000,Closed,,EAIL_NIDEC TECHNO MOTOR CORPORATION_JP012262,29-Feb-24,7,Pass
DGZ,IN031723,IN031723,9006585717,1,EBR39532403,S,"PCB Assembly,Main",15-Feb-24,29-Mar-24,Mar,30,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-Jun-24,-59,Fail
DGZ,IN031723,IN031723,9006584272,1,EAU62983034,D,"Motor Assembly,DC,Indoor",15-Feb-24,22-Feb-24,Feb'24,1000,Closed,,EAIL_NIDEC TECHNO MOTOR CORPORATION_JP012262,20-Feb-24,9,Pass
DGZ,IN031723,IN031723,9006584271,1,EAU62983034,D,"Motor Assembly,DC,Indoor",15-Feb-24,29-Feb-24,Feb'24,1000,Closed,,EAIL_NIDEC TECHNO MOTOR CORPORATION_JP012262,19-Jun-24,-104,Fail
DGZ,IN031723,IN031723,9006584271,1,EAU62983034,D,"Motor Assembly,DC,Indoor",15-Feb-24,29-Feb-24,Feb'24,301,Closed,,EAIL_NIDEC TECHNO MOTOR CORPORATION_JP012262,18-Jul-24,-133,Fail
DGZ,IN031723,IN031723,9006579930,1,EBR43032501,S,"PCB Assembly,Main",13-Feb-24,27-Feb-24,Feb'24,5,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Mar-24,-1,Fail
DGZ,IN031723,IN031723,9006571319,1,ABQ76681864,T,"Case Assembly,Control(Outdoor)",08-Feb-24,16-Feb-24,Feb'24,1,Closed,,,04-Mar-24,-10,Fail
DGZ,IN031723,IN031723,9006561584,56,EBR83648815,S,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,16,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,31-Jul-24,-85,Fail
DGZ,IN031723,IN031723,9006561584,1,EBR35911703,S,"PCB Assembly,Main",02-Feb-24,10-Apr-24,Apr ,7,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,07-Jun-24,-51,Fail
DGZ,IN031723,IN031723,9006561584,86,AKB75215412,D,Remote Controller Assembly,02-Feb-24,31-May-24,May,4,Closed,,"EAIL_Xiamen Hello Electronics Co.,Ltd._CN000742",04-Jun-24,3,Pass
DGZ,IN031723,IN031723,9006561584,35,EBG61108909,D,"Thermistor Assembly,NTC",02-Feb-24,31-Mar-24,Mar,300,Closed,,EAIL_LG ELECTRONICS INC._KR044335,15-May-24,-38,Fail
DGZ,IN031723,IN031723,9006561584,84,EBR85490311,S,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,6,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,01-Mar-24,37,Pass
DGZ,IN031723,IN031723,9006561584,82,EBR39532412,S,"PCB Assembly,Main",02-Feb-24,10-Apr-24,Apr ,2,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Apr-24,11,Pass
DGZ,IN031723,IN031723,9006561584,81,4681A20042E,D,"Motor Assembly,DC,Stepping",02-Feb-24,30-Apr-24,Apr ,164,Closed,,EAIL_Leshi Leili Trade Co.Ltd_CN003627,28-May-24,-21,Fail
DGZ,IN031723,IN031723,9006561584,34,AKB75215405,D,Remote Controller Assembly,02-Feb-24,30-Apr-24,Apr ,50,Closed,,"EAIL_Xiamen Hello Electronics Co.,Ltd._CN000742",06-Apr-24,31,Pass
DGZ,IN031723,IN031723,9006561584,33,AKB75215405,D,Remote Controller Assembly,02-Feb-24,31-May-24,May,20,Closed,,"EAIL_Xiamen Hello Electronics Co.,Ltd._CN000742",03-May-24,35,Pass
DGZ,IN031723,IN031723,9006561584,31,ADP74133404,G,"Fan Assembly,Cross Flow",02-Feb-24,31-May-24,May,20,Closed,,EAIL_AMBER ENTERPRISES INDIA LIMITED_IN002281,16-May-24,22,Pass
DGZ,IN031723,IN031723,9006561584,29,ACQ86325604,S,"Cover Assembly,Tubing",02-Feb-24,31-Mar-24,Mar,6,Closed,,EAIL_DIPTYLAL JUDGE MAL (P) LTD.-Noida_IN001089,04-Mar-24,34,Pass
DGZ,IN031723,IN031723,9006561584,25,EBR85490201,S,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,83,,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,,45419,Fail
DGZ,IN031723,IN031723,9006561584,24,EBR82015902,S,"PCB Assembly,Main",02-Feb-24,31-May-24,May,12,,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,,45450,Fail
DGZ,IN031723,IN031723,9006561584,23,EBR86597067,T,"PCB Assembly,Main",02-Feb-24,31-May-24,May,10,Closed,,,03-May-24,35,Pass
DGZ,IN031723,IN031723,9006561584,22,EAD64166922,G,"Harness,Single",02-Feb-24,30-Apr-24,Apr ,33,Closed,,EAIL_Guru Amardass International (P) Ltd. Unit III_IN024837,17-Jun-24,-41,Fail
DGZ,IN031723,IN031723,9006561584,21,EAD64166922,G,"Harness,Single",02-Feb-24,31-May-24,May,14,Closed,,EAIL_Guru Amardass International (P) Ltd. Unit III_IN024837,17-Jun-24,-10,Fail
DGZ,IN031723,IN031723,9006561584,20,AEB74384564,S,"Grille Assembly,Discharge(Indoor)",02-Feb-24,30-Apr-24,Apr ,30,Closed,,EAIL_SUNPLAST ELECTRONICS PRIVATE LIMITED-Noida_IN019803,29-Apr-24,8,Pass
DGZ,IN031723,IN031723,9006561584,18,ADP74133404,G,"Fan Assembly,Cross Flow",02-Feb-24,30-Apr-24,Apr ,50,Closed,,EAIL_AMBER ENTERPRISES INDIA LIMITED_IN002281,17-Apr-24,20,Pass
DGZ,IN031723,IN031723,9006561584,48,EBR83648814,S,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,8,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,08-Apr-24,29,Pass
DGZ,IN031723,IN031723,9006561584,80,4681A20042E,D,"Motor Assembly,DC,Stepping",02-Feb-24,31-Mar-24,Mar,98,Closed,,EAIL_Leshi Leili Trade Co.Ltd_CN003627,20-Mar-24,18,Pass
DGZ,IN031723,IN031723,9006561584,79,4681A20042E,D,"Motor Assembly,DC,Stepping",02-Feb-24,31-May-24,May,66,Closed,,EAIL_Leshi Leili Trade Co.Ltd_CN003627,28-May-24,10,Pass
DGZ,IN031723,IN031723,9006561584,15,EBR35911702,S,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,14,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,18-Mar-24,20,Pass
DGZ,IN031723,IN031723,9006561584,14,EBR86597008,T,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,18,Closed,,,01-Mar-24,37,Pass
DGZ,IN031723,IN031723,9006561584,13,EBR82015902,S,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,17,,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,,45389,Fail
DGZ,IN031723,IN031723,9006561584,12,EBR83648815,S,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,16,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,30-Jul-24,-114,Fail
DGZ,IN031723,IN031723,9006561584,11,EBR86597067,T,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,15,Closed,,,11-Mar-24,27,Pass
DGZ,IN031723,IN031723,9006561584,77,EAD64166922,G,"Harness,Single",02-Feb-24,31-Mar-24,Mar,19,Closed,,EAIL_Guru Amardass International (P) Ltd. Unit III_IN024837,03-Apr-24,4,Pass
DGZ,IN031723,IN031723,9006561584,76,AEB74384564,S,"Grille Assembly,Discharge(Indoor)",02-Feb-24,31-Mar-24,Mar,13,Closed,,EAIL_SUNPLAST ELECTRONICS PRIVATE LIMITED-Noida_IN019803,04-Mar-24,34,Pass
DGZ,IN031723,IN031723,9006561584,72,ADP74133404,G,"Fan Assembly,Cross Flow",02-Feb-24,31-Mar-24,Mar,30,Closed,,EAIL_AMBER ENTERPRISES INDIA LIMITED_IN002281,17-Apr-24,-10,Fail
DGZ,IN031723,IN031723,9006561584,71,EBR86597097,T,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,5,Closed,,,01-Mar-24,37,Pass
DGZ,IN031723,IN031723,9006561584,70,EBR86597097,T,"PCB Assembly,Main",02-Feb-24,31-May-24,May,4,Closed,,,03-May-24,35,Pass
DGZ,IN031723,IN031723,9006561584,69,EBR86597067,T,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,25,Closed,,,06-Apr-24,31,Pass
DGZ,IN031723,IN031723,9006561584,68,EBR78042322,S,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,23,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Apr-24,31,Pass
DGZ,IN031723,IN031723,9006561584,67,EBR82015909,S,"PCB Assembly,Main",02-Feb-24,31-May-24,May,22,,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,,45450,Fail
DGZ,IN031723,IN031723,9006561584,65,EBR85490214,S,"PCB Assembly,Main",02-Feb-24,31-May-24,May,18,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,13-Jun-24,-6,Fail
DGZ,IN031723,IN031723,9006561584,64,EBR85490227,S,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,17,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,04-Jun-24,-28,Fail
DGZ,IN031723,IN031723,9006561584,63,EBR83648814,S,"PCB Assembly,Main",02-Feb-24,31-May-24,May,13,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,35,Pass
DGZ,IN031723,IN031723,9006561584,62,EBR35911702,S,"PCB Assembly,Main",02-Feb-24,31-May-24,May,14,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,07-Jun-24,0,Pass
DGZ,IN031723,IN031723,9006561584,99,2H01890P,D,"Valve,Service",02-Feb-24,30-Apr-24,Apr ,100,Closed,,EAIL_ZHEJIANG SANHUA INTELLIGENT CONTROLS CO. LTD_CN003808,06-Apr-24,31,Pass
DGZ,IN031723,IN031723,9006561584,98,2H01890P,D,"Valve,Service",02-Feb-24,31-Mar-24,Mar,60,Closed,,EAIL_ZHEJIANG SANHUA INTELLIGENT CONTROLS CO. LTD_CN003808,01-Mar-24,37,Pass
DGZ,IN031723,IN031723,9006561584,97,2H01890P,D,"Valve,Service",02-Feb-24,31-May-24,May,40,Closed,,EAIL_ZHEJIANG SANHUA INTELLIGENT CONTROLS CO. LTD_CN003808,03-May-24,35,Pass
DGZ,IN031723,IN031723,9006561584,95,EBG61108909,D,"Thermistor Assembly,NTC",02-Feb-24,31-May-24,May,200,Closed,,EAIL_LG ELECTRONICS INC._KR044335,15-May-24,23,Pass
DGZ,IN031723,IN031723,9006561584,94,EBG61285804,D,"Thermistor Assembly,NTC",02-Feb-24,30-Apr-24,Apr ,100,Closed,,EAIL_LG ELECTRONICS INC._KR044335,06-Apr-24,31,Pass
DGZ,IN031723,IN031723,9006561584,61,EBR83648815,S,"PCB Assembly,Main",02-Feb-24,31-May-24,May,5,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,04-Jul-24,-27,Fail
DGZ,IN031723,IN031723,9006561584,60,EBR86597008,T,"PCB Assembly,Main",02-Feb-24,31-May-24,May,12,Closed,,,03-May-24,35,Pass
DGZ,IN031723,IN031723,9006561584,59,EBR83648812,S,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,63,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,31-Jul-24,-85,Fail
DGZ,IN031723,IN031723,9006561584,10,EBR86597022,T,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,27,Closed,,,01-Mar-24,37,Pass
DGZ,IN031723,IN031723,9006561584,9,EBR85490214,S,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,26,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,13-Jun-24,-67,Fail
DGZ,IN031723,IN031723,9006561584,58,EBR82015909,S,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,54,,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,,45419,Fail
DGZ,IN031723,IN031723,9006561584,57,EBR82015902,S,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,28,,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,,45419,Fail
DGZ,IN031723,IN031723,9006561584,93,EBG61285804,D,"Thermistor Assembly,NTC",02-Feb-24,31-Mar-24,Mar,60,Closed,,EAIL_LG ELECTRONICS INC._KR044335,01-Mar-24,37,Pass
DGZ,IN031723,IN031723,9006561584,92,EBG61285804,D,"Thermistor Assembly,NTC",02-Feb-24,31-May-24,May,40,Closed,,EAIL_LG ELECTRONICS INC._KR044335,03-May-24,35,Pass
DGZ,IN031723,IN031723,9006561584,91,AKB75215405,D,Remote Controller Assembly,02-Feb-24,31-Mar-24,Mar,30,Closed,,"EAIL_Xiamen Hello Electronics Co.,Ltd._CN000742",01-Mar-24,37,Pass
DGZ,IN031723,IN031723,9006561584,56,EBR83648815,S,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,11,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,30-Jul-24,-84,Fail
DGZ,IN031723,IN031723,9006561584,55,EBR83648812,S,"PCB Assembly,Main",02-Feb-24,31-May-24,May,21,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,02-Aug-24,-56,Fail
DGZ,IN031723,IN031723,9006561584,51,EBR82015901,S,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,107,,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,,45419,Fail
DGZ,IN031723,IN031723,9006561584,50,EBR82015901,S,"PCB Assembly,Main",02-Feb-24,31-May-24,May,44,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,09-Jul-24,-32,Fail
DGZ,IN031723,IN031723,9006561584,49,EBR83648812,S,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,38,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,30-Jul-24,-114,Fail
DGZ,IN031723,IN031723,9006561584,48,EBR83648814,S,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,8,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Apr-24,31,Pass
DGZ,IN031723,IN031723,9006561584,47,EBR82015901,S,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,64,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,09-Jul-24,-93,Fail
DGZ,IN031723,IN031723,9006561584,46,EBR85490201,S,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,49,,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,,45389,Fail
DGZ,IN031723,IN031723,9006561584,45,EBR85490201,S,"PCB Assembly,Main",02-Feb-24,31-May-24,May,34,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,04-Jun-24,3,Pass
DGZ,IN031723,IN031723,9006561584,44,EBR35911702,S,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,33,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,07-Jun-24,-31,Fail
DGZ,IN031723,IN031723,9006561584,42,EBR82015909,S,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,32,,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,,45389,Fail
DGZ,IN031723,IN031723,9006561584,41,EBR85490214,S,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,44,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,13-Jun-24,-37,Fail
DGZ,IN031723,IN031723,9006561584,40,EBR86597008,T,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,30,Closed,,,06-Apr-24,31,Pass
DGZ,IN031723,IN031723,9006561584,39,MCK68484807,S,Cover,02-Feb-24,31-Mar-24,Mar,4,Closed,,EAIL_Shinkwang Electronics Private Limited_IN023092,04-Mar-24,34,Pass
DGZ,IN031723,IN031723,9006561584,8,EBR83648814,S,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,21,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,06-Mar-24,32,Pass
DGZ,IN031723,IN031723,9006561584,7,EBR78042322,S,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,14,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,01-Mar-24,37,Pass
DGZ,IN031723,IN031723,9006561584,89,AKB75215412,D,Remote Controller Assembly,02-Feb-24,30-Apr-24,Apr ,8,Closed,,"EAIL_Xiamen Hello Electronics Co.,Ltd._CN000742",06-Apr-24,31,Pass
DGZ,IN031723,IN031723,9006561584,88,AKB75215412,D,Remote Controller Assembly,02-Feb-24,31-Mar-24,Mar,4,Closed,,"EAIL_Xiamen Hello Electronics Co.,Ltd._CN000742",13-Mar-24,25,Pass
DGZ,IN031723,IN031723,9006561584,5,EBR78042322,S,"PCB Assembly,Main",02-Feb-24,31-May-24,May,10,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,03-May-24,35,Pass
DGZ,IN031723,IN031723,9006561584,4,EBR85490227,S,"PCB Assembly,Main",02-Feb-24,31-Mar-24,Mar,10,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,04-Jun-24,-58,Fail
DGZ,IN031723,IN031723,9006561584,3,EBR86597097,T,"PCB Assembly,Main",02-Feb-24,30-Apr-24,Apr ,9,Closed,,,06-Apr-24,31,Pass
DGZ,IN031723,IN031723,9006561584,2,EBR85490227,S,"PCB Assembly,Main",02-Feb-24,31-May-24,May,8,Closed,,EAIL_ILJIN Electronics India Private Limited-Noida_IN018247,04-Jun-24,3,Pass
